,solar,wind,cons,market,spot
2019-01-31 10:00:00+01:00,7724,7209.2923,73170,71.32734116,67.35
2019-01-31 11:00:00+01:00,9659,7151.0584,73401,68.45497369,67.94
2019-01-31 12:00:00+01:00,10218,7218.6545,72593,68.61703424,66.81
2019-01-31 13:00:00+01:00,9343,7407.7589,71813,69.35667736,66.22
2019-01-31 14:00:00+01:00,7208,6873.5956,70815,68.62039423,66.16
2019-01-31 15:00:00+01:00,4248,6484.1234,70086,70.13754975,66.16
2019-01-31 16:00:00+01:00,1321,6279.3671,69301,74.82464279,65.35
2019-01-31 17:00:00+01:00,27,7208.6523,71964,80.17775664,66.68
2019-01-31 18:00:00+01:00,0,8675.4127,73310,80.37536836,66.98
2019-01-31 19:00:00+01:00,0,10592.1558,72046,74.8489874,65.4
2019-01-31 20:00:00+01:00,0,12010.3234,68442,59.9112349,59.9
2019-01-31 21:00:00+01:00,0,13627.5922,64631,52.94422348,52.84
2019-01-31 22:00:00+01:00,0,15349.6279,62074,48.78917176,51.36
2019-01-31 23:00:00+01:00,0,16586.4334,58180,44.95980216,46.72
2019-02-01 00:00:00+01:00,0,18385.378,55770,47.63775154,43.55
2019-02-01 01:00:00+01:00,0,19429.0625,53868,48.46209264,45.47
2019-02-01 02:00:00+01:00,0,20494.4359,52940,46.48894188,43.1
2019-02-01 03:00:00+01:00,0,21500.2802,52945,43.41223731,41.1
2019-02-01 04:00:00+01:00,0,22416.8713,53972,43.53738241,41.51
2019-02-01 05:00:00+01:00,0,22561.5721,57047,46.27165381,45.76
2019-02-01 06:00:00+01:00,0,22535.2388,64258,45.94724339,47.72
2019-02-01 07:00:00+01:00,9,22397.5653,69893,58.99470303,54.04
2019-02-01 08:00:00+01:00,1008,21458.893,71796,62.91706058,56.66
2019-02-01 09:00:00+01:00,3226,20499.6597,71967,61.22910658,55.93
2019-02-01 10:00:00+01:00,5241,19604.8139,72718,62.27414588,55.51
2019-02-01 11:00:00+01:00,6547,17661.1233,73059,64.79362059,56.9
2019-02-01 12:00:00+01:00,6934,15815.8438,72505,64.40934791,58.51
2019-02-01 13:00:00+01:00,6361,14154.819,71612,67.64996098,64
2019-02-01 14:00:00+01:00,4938,13754.9588,69957,65.34316288,64.93
2019-02-01 15:00:00+01:00,2950,13395.2551,68779,64.63283493,64.55
2019-02-01 16:00:00+01:00,955,13117.8514,68319,65.81072743,63.91
2019-02-01 17:00:00+01:00,23,13286.8356,70217,68.98861753,67.71
2019-02-01 18:00:00+01:00,0,13626.1357,71146,69.74325147,69.98
2019-02-01 19:00:00+01:00,0,14118.7951,69488,64.59866315,67.34
2019-02-01 20:00:00+01:00,0,12785.8746,65245,59.55447423,62.99
2019-02-01 21:00:00+01:00,0,11577.7676,61976,54.48301148,55.32
2019-02-01 22:00:00+01:00,0,10515.4058,59960,53.94278711,54.01
2019-02-01 23:00:00+01:00,0,9653.212,56377,50.55466367,50.92
2019-02-02 00:00:00+01:00,0,5969.1625,53644,48.25518794,50.04
2019-02-02 01:00:00+01:00,0,5283.8111,51491,46.30093736,47.07
2019-02-02 02:00:00+01:00,0,4718.9242,50170,42.06031602,45.7
2019-02-02 03:00:00+01:00,0,4296.2051,49598,40.80733852,43.14
2019-02-02 04:00:00+01:00,0,4022.5562,49653,40.4277606,42.71
2019-02-02 05:00:00+01:00,0,3817.0289,49282,39.8119828,42.6
2019-02-02 06:00:00+01:00,0,3818.2549,49750,41.93152623,43.47
2019-02-02 07:00:00+01:00,8,4011.8507,52578,46.58451234,47.68
2019-02-02 08:00:00+01:00,905,3690.334,56280,49.47084153,51.47
2019-02-02 09:00:00+01:00,2919,3549.7214,59289,52.98229436,55.79
2019-02-02 10:00:00+01:00,4742,3550.8859,60670,57.07400862,59.5
2019-02-02 11:00:00+01:00,5923,3486.3809,61173,56.63453354,59.15
2019-02-02 12:00:00+01:00,6272,3522.9774,60535,55.8857976,56.08
2019-02-02 13:00:00+01:00,5754,3638.5644,58575,49.70994516,50.33
2019-02-02 14:00:00+01:00,4472,3880.2593,57013,48.1821364,49.09
2019-02-02 15:00:00+01:00,2683,4192.9541,56462,48.64902565,48.6
2019-02-02 16:00:00+01:00,888,4609.8478,56704,51.53190694,49.39
2019-02-02 17:00:00+01:00,24,4801.9011,59861,57.62283651,56.86
2019-02-02 18:00:00+01:00,0,5173.8522,61833,56.97358519,57.91
2019-02-02 19:00:00+01:00,0,5782.5115,60209,55.78187505,54.59
2019-02-02 20:00:00+01:00,0,5747.3199,56847,53.49395159,50.43
2019-02-02 21:00:00+01:00,0,5812.0846,54230,49.68868894,48.48
2019-02-02 22:00:00+01:00,0,5964.2793,53717,48.64982308,48.49
2019-02-02 23:00:00+01:00,0,6310.3684,51087,46.49314785,46.06
2019-02-03 00:00:00+01:00,0,7816.9577,48625,43.92057049,44.8
2019-02-03 01:00:00+01:00,0,8843.9646,46979,39.22962341,41.29
2019-02-03 02:00:00+01:00,0,9431.5027,46074,38.64544115,40.48
2019-02-03 03:00:00+01:00,0,10204.071,45656,37.39047788,39
2019-02-03 04:00:00+01:00,0,11161.4559,45352,36.62809732,38.9
2019-02-03 05:00:00+01:00,0,11292.6225,44770,36.96676414,38.47
2019-02-03 06:00:00+01:00,0,11624.6178,43528,38.55414485,39.88
2019-02-03 07:00:00+01:00,10,12150.3131,45067,38.05068869,40.97
2019-02-03 08:00:00+01:00,712,12203.0599,48457,42.08551747,43.8
2019-02-03 09:00:00+01:00,2171,12323.1247,52299,46.24591058,47.05
2019-02-03 10:00:00+01:00,3492,12502.711,54655,51.28686275,49.33
2019-02-03 11:00:00+01:00,4355,13405.7444,56639,53.28273529,51.11
2019-02-03 12:00:00+01:00,4624,14440.6837,56286,50.109551,50.35
2019-02-03 13:00:00+01:00,4268,15592.5124,54225,49.00495732,47.09
2019-02-03 14:00:00+01:00,3353,14982.7141,52671,48.57668326,45.14
2019-02-03 15:00:00+01:00,2052,14488.234,52168,48.78003262,44.4
2019-02-03 16:00:00+01:00,710,14152.945,52562,48.6481107,45.79
2019-02-03 17:00:00+01:00,22,12938.0286,56279,55.12785188,51.94
2019-02-03 18:00:00+01:00,0,11958.3331,59088,57.86889553,59.54
2019-02-03 19:00:00+01:00,0,11266.1665,58234,55.23467884,57.94
2019-02-03 20:00:00+01:00,0,10790.6926,55993,53.85389021,54.69
2019-02-03 21:00:00+01:00,0,10378.118,54162,49.46182902,51.94
2019-02-03 22:00:00+01:00,0,10023.9579,54547,46.32195433,51.04
2019-02-03 23:00:00+01:00,0,9929.531,51536,37.30638999,46.42
2019-02-04 00:00:00+01:00,0,10622.7184,50894,40.15931098,43.7
2019-02-04 01:00:00+01:00,0,11183.9896,49825,40.12831755,41.37
2019-02-04 02:00:00+01:00,0,11622.4147,49623,35.72090354,40.48
2019-02-04 03:00:00+01:00,0,12110.8688,49853,36.32695255,39.21
2019-02-04 04:00:00+01:00,0,12667.6213,51089,37.63808667,38.55
2019-02-04 05:00:00+01:00,0,13173.825,54864,40.1921682,40.71
2019-02-04 06:00:00+01:00,0,13774.6993,62709,48.57872221,49.05
2019-02-04 07:00:00+01:00,33,14417.0222,69234,61.30120895,60.67
2019-02-04 08:00:00+01:00,1905,14559.1374,71432,63.07384644,58.93
2019-02-04 09:00:00+01:00,5691,14759.0071,72280,57.7963724,55.47
2019-02-04 10:00:00+01:00,9062,15012.2795,73200,49.11486437,48.15
2019-02-04 11:00:00+01:00,11229,15722.3519,73652,47.08436946,43.46
2019-02-04 12:00:00+01:00,11855,16430.1933,72990,45.17744144,41.69
2019-02-04 13:00:00+01:00,10883,17078.1104,72327,44.14108491,40.47
2019-02-04 14:00:00+01:00,8499,17763.4367,71085,43.49693088,41.01
2019-02-04 15:00:00+01:00,5171,18479.6606,70411,49.48546664,43.37
2019-02-04 16:00:00+01:00,1807,19232.3514,69623,53.22542097,43.82
2019-02-04 17:00:00+01:00,58,21326.0717,71282,55.17139978,49.06
2019-02-04 18:00:00+01:00,0,23483.6319,72775,53.89663592,46.78
2019-02-04 19:00:00+01:00,0,25680.3619,71790,49.48405914,42.08
2019-02-04 20:00:00+01:00,0,25758.9651,67908,48.49517003,39.42
2019-02-04 21:00:00+01:00,0,25719.5953,63955,45.99429296,38.75
2019-02-04 22:00:00+01:00,0,25571.6713,61405,44.12927576,38.52
2019-02-04 23:00:00+01:00,0,24526.51,56849,39.08051475,32.51
2019-02-05 00:00:00+01:00,0,23203.5898,55366,39.30710813,34.49
2019-02-05 01:00:00+01:00,0,21424.0844,53785,40.48578967,36.71
2019-02-05 02:00:00+01:00,0,20430.951,53122,41.27862792,38.42
2019-02-05 03:00:00+01:00,0,19448.6899,53254,41.06600637,39.39
2019-02-05 04:00:00+01:00,0,18479.4167,54255,39.48559098,39.82
2019-02-05 05:00:00+01:00,0,17717.5928,57378,44.26304067,41.72
2019-02-05 06:00:00+01:00,0,17010.8695,64424,55.28749373,50.31
2019-02-05 07:00:00+01:00,29,16335.8034,70442,65.44009586,61.52
2019-02-05 08:00:00+01:00,1587,15570.7804,72347,64.36803305,62.31
2019-02-05 09:00:00+01:00,4766,14837.6695,72690,65.32837266,62.31
2019-02-05 10:00:00+01:00,7611,14133.4366,73208,65.62171006,64.56
2019-02-05 11:00:00+01:00,9457,14043.4653,73426,61.98893881,62.85
2019-02-05 12:00:00+01:00,10009,14046.0375,72578,60.41617097,58.63
2019-02-05 13:00:00+01:00,9215,14159.4465,71752,60.29064502,57.81
2019-02-05 14:00:00+01:00,7226,12982.7888,70377,58.05587665,57.96
2019-02-05 15:00:00+01:00,4431,11743.5054,69651,58.48909832,58.04
2019-02-05 16:00:00+01:00,1587,10516.7536,69090,61.11035696,60.35
2019-02-05 17:00:00+01:00,67,9987.6284,71209,63.39361025,63.06
2019-02-05 18:00:00+01:00,0,9631.4857,73061,63.4362669,65.79
2019-02-05 19:00:00+01:00,0,9499.5051,72038,63.84734345,62.63
2019-02-05 20:00:00+01:00,0,9865.6061,68104,58.94264893,61.77
2019-02-05 21:00:00+01:00,0,10258.1978,64383,51.01080402,53.38
2019-02-05 22:00:00+01:00,0,10647.8839,61803,47.75738258,50.12
2019-02-05 23:00:00+01:00,0,10924.6548,57372,44.85704519,46.98
2019-02-06 00:00:00+01:00,0,11641.5605,55349,43.06070632,42.8
2019-02-06 01:00:00+01:00,0,11924.4704,53841,40.92601115,41.63
2019-02-06 02:00:00+01:00,0,11986.3592,53243,41.53980956,40.98
2019-02-06 03:00:00+01:00,0,12112.3788,53423,42.22754969,40.4
2019-02-06 04:00:00+01:00,0,12319.4772,54421,40.97678834,41.38
2019-02-06 05:00:00+01:00,0,12863.0496,57512,41.0443782,42.31
2019-02-06 06:00:00+01:00,0,13510.8097,64483,49.63662433,51.1
2019-02-06 07:00:00+01:00,47,14237.0402,70464,56.00937876,57.59
2019-02-06 08:00:00+01:00,2003,14789.3725,72454,55.90093817,0
2019-02-06 09:00:00+01:00,5726,15373.8529,72935,48.03140543,0
2019-02-06 10:00:00+01:00,9022,15933.6643,73608,49.10141207,0
2019-02-06 11:00:00+01:00,11141,15479.4427,73961,47.91250739,0
2019-02-06 12:00:00+01:00,11759,14894.3659,73162,47.41587837,0
2019-02-06 13:00:00+01:00,10820,14193.8556,72357,47.80569283,0
2019-02-06 14:00:00+01:00,8503,13947.3583,70933,48.20012656,0
2019-02-06 15:00:00+01:00,5256,13800.6753,70102,50.04607901,0
2019-02-06 16:00:00+01:00,1939,13784.6189,69375,53.12019852,56.73
2019-02-06 17:00:00+01:00,93,14090.5518,70913,58.24965468,60.27
2019-02-06 18:00:00+01:00,0,14493.9539,72945,60.36556529,62.4
2019-02-06 19:00:00+01:00,0,14985.8677,71957,58.8551274,59.62
2019-02-06 20:00:00+01:00,0,14257.6469,67966,54.67054103,55.8
2019-02-06 21:00:00+01:00,0,13572.364,64196,51.63552172,50.49
2019-02-06 22:00:00+01:00,0,12942.601,61520,51.71875311,49.5
2019-02-06 23:00:00+01:00,0,12507.9989,56995,49.26543036,46.18
2019-02-07 00:00:00+01:00,0,13177.2259,55294,45.8944891,46.25
2019-02-07 01:00:00+01:00,0,13167.3662,53351,42.85695758,45.21
2019-02-07 02:00:00+01:00,0,14892.1976,52349,41.53365128,41.24
2019-02-07 03:00:00+01:00,0,16670.3385,52601,40.09553054,38.05
2019-02-07 04:00:00+01:00,0,18412.6021,53599,40.69050862,37
2019-02-07 05:00:00+01:00,0,20628.2819,56375,41.26225374,39.04
2019-02-07 06:00:00+01:00,0,22677.8838,64021,53.29811708,48.06
2019-02-07 07:00:00+01:00,39,24537.3889,70408,61.14079176,53.29
2019-02-07 08:00:00+01:00,1396,25730.6363,72372,60.42116213,53.04
2019-02-07 09:00:00+01:00,3830,26748.3764,72701,59.19529924,51.98
2019-02-07 10:00:00+01:00,5988,27582.0059,73250,58.12440777,51.47
2019-02-07 11:00:00+01:00,7382,28011.9141,73528,58.30274451,46.38
2019-02-07 12:00:00+01:00,7797,28236.593,72986,55.98041753,43.24
2019-02-07 13:00:00+01:00,7190,28291.7821,72043,53.86085238,42.32
2019-02-07 14:00:00+01:00,5674,29070.9498,70730,53.0290797,40.75
2019-02-07 15:00:00+01:00,3536,29789.0061,69730,51.9367587,41.63
2019-02-07 16:00:00+01:00,1329,30366.6252,68748,50.75888526,41.77
2019-02-07 17:00:00+01:00,74,31104.2437,70919,55.69836477,51.37
2019-02-07 18:00:00+01:00,0,31596.9703,73094,56.0937587,51.4
2019-02-07 19:00:00+01:00,0,31777.1782,71782,50.85616422,45.75
2019-02-07 20:00:00+01:00,0,31826.9244,67810,51.86061442,46.07
2019-02-07 21:00:00+01:00,0,31668.2987,64445,46.49885711,41.47
2019-02-07 22:00:00+01:00,0,31343.1696,61401,45.58408593,38.71
2019-02-07 23:00:00+01:00,0,30856.0532,57080,41.63257041,33.68
2019-02-08 00:00:00+01:00,0,28703.075,54156,37.03013858,32.73
2019-02-08 01:00:00+01:00,0,28420.4119,52101,36.92221364,33.24
2019-02-08 02:00:00+01:00,0,27919.3739,51268,37.16476937,32.57
2019-02-08 03:00:00+01:00,0,27442.2472,51917,37.68593256,31.16
2019-02-08 04:00:00+01:00,0,26979.1973,53335,42.60105719,35.71
2019-02-08 05:00:00+01:00,0,26583.6849,56624,44.92380428,38.99
2019-02-08 06:00:00+01:00,0,26175.1391,63742,46.80312485,45.85
2019-02-08 07:00:00+01:00,49,25719.7627,69462,52.56943477,56.33
2019-02-08 08:00:00+01:00,1660,26340.3949,71299,53.37240976,57.94
2019-02-08 09:00:00+01:00,4482,26817.5125,71571,48.37002246,54.91
2019-02-08 10:00:00+01:00,6961,27140.4879,71982,39.24676061,51.35
2019-02-08 11:00:00+01:00,8550,29179.3734,72277,37.99155908,50.66
2019-02-08 12:00:00+01:00,9010,30890.4346,71618,32.07506574,44.59
2019-02-08 13:00:00+01:00,8301,32240.3271,70191,26.15782563,39.51
2019-02-08 14:00:00+01:00,6556,31187.9341,68444,21.48737302,38.77
2019-02-08 15:00:00+01:00,4105,29947.2736,67395,24.95438005,42.31
2019-02-08 16:00:00+01:00,1579,28527.1828,66901,30.07898298,43.98
2019-02-08 17:00:00+01:00,100,29650.2473,68545,39.86911764,49.61
2019-02-08 18:00:00+01:00,0,30675.3982,70780,40.36232081,50.66
2019-02-08 19:00:00+01:00,0,31523.9537,69429,34.87453013,46.04
2019-02-08 20:00:00+01:00,0,32451.1606,65247,25.83485095,35.88
2019-02-08 21:00:00+01:00,0,33130.3004,61351,22.63433339,33.96
2019-02-08 22:00:00+01:00,0,33595.7264,58536,14.0105963,27.56
2019-02-08 23:00:00+01:00,0,34030.7919,55063,10.81392041,24.47
2019-02-09 00:00:00+01:00,0,34539.3711,50919,-2.88903192,0.02
2019-02-09 01:00:00+01:00,0,34831.2527,48678,3.930215847,0.08
2019-02-09 02:00:00+01:00,0,35381.4335,47294,5.510774141,-4.09
2019-02-09 03:00:00+01:00,0,35879.8167,47458,5.290392694,-4
2019-02-09 04:00:00+01:00,0,36309.6189,47818,8.837543972,0.06
2019-02-09 05:00:00+01:00,0,37475.7132,48054,10.54025529,0.09
2019-02-09 06:00:00+01:00,0,38345.2185,48817,7.246324577,0.05
2019-02-09 07:00:00+01:00,78,38885.883,0,1.904472915,6.37
2019-02-09 08:00:00+01:00,2219,39081.321,0,3.002755009,12.08
2019-02-09 09:00:00+01:00,5786,38851.2105,0,-0.638592766,11.18
2019-02-09 10:00:00+01:00,8906,38165.939,0,1.353880531,10.64
2019-02-09 11:00:00+01:00,10907,38649.5731,0,-6.109705362,4.12
2019-02-09 12:00:00+01:00,11490,38751.6565,0,-12.51672991,0.05
2019-02-09 13:00:00+01:00,10605,38512.7455,0,-8.705868476,-0.1
2019-02-09 14:00:00+01:00,8410,38628.9283,0,2.520410181,-2.05
2019-02-09 15:00:00+01:00,5312,38600.8821,0,3.572748242,0.09
2019-02-09 16:00:00+01:00,2089,38348.2647,0,17.88998526,9.64
2019-02-09 17:00:00+01:00,134,38378.3592,59532,30.42500551,26.97
2019-02-09 18:00:00+01:00,0,37923.3448,62625,40.12115911,36.17
2019-02-09 19:00:00+01:00,0,36901.499,60149,38.23619813,25.97
2019-02-09 20:00:00+01:00,0,36400.5897,56243,34.25687065,16.96
2019-02-09 21:00:00+01:00,0,35593.1353,53567,21.21773047,0.09
2019-02-09 22:00:00+01:00,0,34553.7617,53024,31.93892697,12.91
2019-02-09 23:00:00+01:00,0,33353.4428,50247,20.9751225,0.09
2019-02-10 00:00:00+01:00,0,31400.1363,47290,31.86042394,22.88
2019-02-10 01:00:00+01:00,0,29647.5582,45296,25.68449792,16.16
2019-02-10 02:00:00+01:00,0,29211.3939,44280,22.52861051,16.02
2019-02-10 03:00:00+01:00,0,28517.108,43990,14.38839176,12.45
2019-02-10 04:00:00+01:00,0,27511.7434,43837,-0.196942866,10.19
2019-02-10 05:00:00+01:00,,27973.3417,43354,-4.863994756,14.51
2019-02-10 06:00:00+01:00,,28005.7246,42626,-15.66107842,7.01
2019-02-10 07:00:00+01:00,,27714.6717,45006,-10.8509303,10.98
2019-02-10 08:00:00+01:00,,28956.6451,48087,-5.264464806,20.62
2019-02-10 09:00:00+01:00,,29710.1076,51540,5.891585042,32.95
2019-02-10 10:00:00+01:00,,30063.3431,53651,12.29085948,36.75
2019-02-10 11:00:00+01:00,,30564.9724,55996,13.53496695,38.68
2019-02-10 12:00:00+01:00,,30768.6116,55996,10.9350843,32.5
2019-02-10 13:00:00+01:00,,30670.9738,54023,12.17086521,34
2019-02-10 14:00:00+01:00,,30958.4924,52519,12.1004519,31.2
2019-02-10 15:00:00+01:00,,31121.7385,52025,9.476622567,27.99
2019-02-10 16:00:00+01:00,,31040.2365,52104,9.080901763,32.61
2019-02-10 17:00:00+01:00,,30789.2959,55260,9.635594256,39.41
2019-02-10 18:00:00+01:00,,29937.7908,59118,12.48869198,49.19
2019-02-10 19:00:00+01:00,0,28631.2488,58176,12.99443535,49.48
2019-02-10 20:00:00+01:00,0,29674.4982,55935,7.645693803,43.1
2019-02-10 21:00:00+01:00,0,30494.2909,54131,1.882042821,28.99
2019-02-10 22:00:00+01:00,0,30925.7579,54415,3.982930262,34.37
2019-02-10 23:00:00+01:00,0,31796.6699,51755,2.311290935,30.58
2019-02-11 00:00:00+01:00,0,35301.3525,49680,-13.83735225,-0.01
2019-02-11 01:00:00+01:00,0,34856.0404,48079,-13.44606422,-1.22
2019-02-11 02:00:00+01:00,0,34930.5776,47414,-7.878852137,-0.04
2019-02-11 03:00:00+01:00,0,34727.4185,47848,-1.614840104,-3.54
2019-02-11 04:00:00+01:00,0,34188.6456,49152,0.864746425,-3.95
2019-02-11 05:00:00+01:00,0,33904.9548,52942,6.629985762,5.65
2019-02-11 06:00:00+01:00,0,33533.8074,61377,46.24176142,39.91
2019-02-11 07:00:00+01:00,74,33022.2009,68572,54.8331801,49.04
2019-02-11 08:00:00+01:00,1648,33764.9729,70482,54.91875661,49.41
2019-02-11 09:00:00+01:00,4044,34308.5154,70852,52.07322287,44.99
2019-02-11 10:00:00+01:00,6124,34601.9414,71293,52.62483914,39.94
2019-02-11 11:00:00+01:00,7456,35691.713,71908,51.20584139,38.73
2019-02-11 12:00:00+01:00,7846,36369.3689,71658,51.34686426,36.59
2019-02-11 13:00:00+01:00,7256,36642.14,70819,55.43520976,38.54
2019-02-11 14:00:00+01:00,5790,35977.9936,69365,52.00019882,38.66
2019-02-11 15:00:00+01:00,3706,35130.5839,68590,50.43826969,38.86
2019-02-11 16:00:00+01:00,1506,34101.4169,67462,53.18545808,38.61
2019-02-11 17:00:00+01:00,106,33308.8809,70467,56.33031583,48.11
2019-02-11 18:00:00+01:00,0,32293.9094,72679,56.22071088,48.51
2019-02-11 19:00:00+01:00,0,31021.2388,71528,54.49276515,48.73
2019-02-11 20:00:00+01:00,0,30218.9716,68087,50.41860786,47.96
2019-02-11 21:00:00+01:00,0,29279.6852,64390,47.3710385,41.27
2019-02-11 22:00:00+01:00,0,28228.2958,62314,48.09394438,45.19
2019-02-11 23:00:00+01:00,0,28197.6612,58097,43.40985576,37.34
2019-02-12 00:00:00+01:00,0,26239.8823,54502,41.88024663,37.29
2019-02-12 01:00:00+01:00,0,26046.3221,52710,38.64377606,32.8
2019-02-12 02:00:00+01:00,0,25919.5744,51818,33.44857028,29.71
2019-02-12 03:00:00+01:00,0,25790.2454,52138,30.92448111,31
2019-02-12 04:00:00+01:00,0,25684.0347,53205,30.98744759,36.08
2019-02-12 05:00:00+01:00,0,24247.1147,56291,37.03403087,40.02
2019-02-12 06:00:00+01:00,0,22744.516,63647,46.50904748,46.44
2019-02-12 07:00:00+01:00,94,21194.3569,70158,58.88742714,55.19
2019-02-12 08:00:00+01:00,1768,20246.4881,71781,55.06999607,54.91
2019-02-12 09:00:00+01:00,4234,19220.7318,71829,56.26185099,57.33
2019-02-12 10:00:00+01:00,6359,18104.2424,72191,55.61666911,55.66
2019-02-12 11:00:00+01:00,7712,17034.4136,72874,51.8809592,50.93
2019-02-12 12:00:00+01:00,8099,16082.4607,72601,48.89270379,50.02
2019-02-12 13:00:00+01:00,7485,15381.3334,71924,47.30453928,49.59
2019-02-12 14:00:00+01:00,5977,14265.5895,70593,46.94380566,49.98
2019-02-12 15:00:00+01:00,3842,13200.2346,69878,46.61116295,50.17
2019-02-12 16:00:00+01:00,1588,12217.9537,68793,48.29744218,52.84
2019-02-12 17:00:00+01:00,130,11618.9239,70423,50.95974556,56.92
2019-02-12 18:00:00+01:00,0,11223.0559,72959,51.65152642,60.47
2019-02-12 19:00:00+01:00,0,11082.9098,71991,47.3622176,51.27
2019-02-12 20:00:00+01:00,0,12195.8228,68159,44.02249758,45.96
2019-02-12 21:00:00+01:00,0,13390.7687,64573,40.6270699,41.6
2019-02-12 22:00:00+01:00,0,14602.5974,62308,36.68005829,43.96
2019-02-12 23:00:00+01:00,0,15046.1857,58519,31.22442109,41.51
2019-02-13 00:00:00+01:00,0,18775.4536,54407,29.60052298,34.14
2019-02-13 01:00:00+01:00,0,19559.8407,52635,32.99813293,37.21
2019-02-13 02:00:00+01:00,0,19821.1142,51770,32.87937489,36.29
2019-02-13 03:00:00+01:00,0,20082.796,52114,31.87012756,33.31
2019-02-13 04:00:00+01:00,0,20366.6749,53191,33.73834339,37.58
2019-02-13 05:00:00+01:00,0,20312.203,56290,33.63479388,35.34
2019-02-13 06:00:00+01:00,0,20292.5258,63647,42.56626175,45.84
2019-02-13 07:00:00+01:00,105,20269.7593,70025,46.72246173,52.46
2019-02-13 08:00:00+01:00,2425,19734.4785,71424,48.14030086,49.99
2019-02-13 09:00:00+01:00,6006,19250.7399,71243,42.5367188,47.33
2019-02-13 10:00:00+01:00,9123,18795.581,71456,40.39092058,46.96
2019-02-13 11:00:00+01:00,11130,18622.8907,71977,37.19724431,46.66
2019-02-13 12:00:00+01:00,11737,18402.7512,71602,37.65683556,46.14
2019-02-13 13:00:00+01:00,10891,18140.5195,70876,37.12844378,46.15
2019-02-13 14:00:00+01:00,8744,17300.6308,69567,39.18760832,46.3
2019-02-13 15:00:00+01:00,5684,16422.9176,68942,41.87213062,46.82
2019-02-13 16:00:00+01:00,2434,15561.124,67995,45.13594117,49.71
2019-02-13 17:00:00+01:00,239,15401.2178,70039,51.30643699,53.94
2019-02-13 18:00:00+01:00,0,15324.6916,72695,54.37683632,56.55
2019-02-13 19:00:00+01:00,0,15315.033,71815,55.5123003,54.34
2019-02-13 20:00:00+01:00,0,15298.3819,68036,53.04412143,50.13
2019-02-13 21:00:00+01:00,0,15268.5199,64448,48.47897583,46.42
2019-02-13 22:00:00+01:00,0,15205.1214,62183,48.14640651,46.43
2019-02-13 23:00:00+01:00,0,14609.9932,58429,42.02772118,43.16
2019-02-14 00:00:00+01:00,0,12507.4226,54277,43.23699683,40.74
2019-02-14 01:00:00+01:00,0,11696.9615,52685,42.41067089,39.15
2019-02-14 02:00:00+01:00,0,11067.7207,51454,42.31210369,38.64
2019-02-14 03:00:00+01:00,0,10476.8877,51959,41.30088346,39
2019-02-14 04:00:00+01:00,0,9932.8991,53253,40.30272343,38.47
2019-02-14 05:00:00+01:00,0,9300.9028,56326,42.70488001,43.04
2019-02-14 06:00:00+01:00,0,8729.8331,63570,53.29974502,53.17
2019-02-14 07:00:00+01:00,221,8243.8121,69249,59.63591296,60.73
2019-02-14 08:00:00+01:00,3452,7647.4297,70973,60.97770327,63.67
2019-02-14 09:00:00+01:00,8060,7202.8157,70816,54.6254141,56.99
2019-02-14 10:00:00+01:00,12026,6882.4772,71254,48.13728476,53.01
2019-02-14 11:00:00+01:00,14560,6417.9207,72151,44.56825968,46.12
2019-02-14 12:00:00+01:00,15301,6007.7476,71526,39.29451841,44
2019-02-14 13:00:00+01:00,14181,5642.507,70142,40.8917021,44.65
2019-02-14 14:00:00+01:00,11394,5470.9546,68423,40.63122842,44.62
2019-02-14 15:00:00+01:00,7425,5316.5933,67118,43.11579223,47.12
2019-02-14 16:00:00+01:00,3191,5183.3767,66105,49.1561463,52.39
2019-02-14 17:00:00+01:00,330,5465.1081,69035,53.92812793,55.63
2019-02-14 18:00:00+01:00,0,5968.2327,72225,57.00717922,60.2
2019-02-14 19:00:00+01:00,0,6722.0379,71248,56.41052023,61.93
2019-02-14 20:00:00+01:00,0,6925.234,67473,53.14250465,54.97
2019-02-14 21:00:00+01:00,0,7208.4357,63672,48.74618773,49.69
2019-02-14 22:00:00+01:00,0,7554.0102,61266,45.8894923,47.48
2019-02-14 23:00:00+01:00,0,7519.7527,57717,43.59436713,42.76
2019-02-15 00:00:00+01:00,0,7438.1159,54598,41.369544,43.75
2019-02-15 01:00:00+01:00,0,7444.8848,52870,38.30932573,42.19
2019-02-15 02:00:00+01:00,0,7340.232,52278,38.33483281,41.72
2019-02-15 03:00:00+01:00,0,7287.4124,52793,38.90796216,40.19
2019-02-15 04:00:00+01:00,0,7312.0989,53867,39.33551636,41.1
2019-02-15 05:00:00+01:00,0,7161.0054,56671,44.10378511,43.67
2019-02-15 06:00:00+01:00,0,7095.1332,64346,52.66749952,52.98
2019-02-15 07:00:00+01:00,307,7110.5411,69764,59.86100692,59.98
2019-02-15 08:00:00+01:00,4247,6650.4731,70950,57.96265994,61.73
2019-02-15 09:00:00+01:00,9709,6390.6884,70526,47.53316672,55.41
2019-02-15 10:00:00+01:00,14390,6289.1985,70795,41.18632835,51.71
2019-02-15 11:00:00+01:00,17371,5848.1686,70405,39.16514391,44.11
2019-02-15 12:00:00+01:00,18233,5518.0315,68691,39.89993545,42.87
2019-02-15 13:00:00+01:00,16901,5242.8491,66709,39.65635702,42.43
2019-02-15 14:00:00+01:00,13602,5418.8092,64684,39.58690015,42.52
2019-02-15 15:00:00+01:00,8907,5616.5324,63871,38.60747909,44.41
