,solar,wind,cons,market,spot
2019-01-01 01:00:00+01:00,0,22648.2641,41422,11.98088293,10.07
2019-01-01 02:00:00+01:00,0,24762.6254,40279,5.776288908,-4.08
2019-01-01 03:00:00+01:00,0,26900.2746,39035,1.898098251,-9.91
2019-01-01 04:00:00+01:00,0,29211.7893,38871,0.605588431,-7.41
2019-01-01 05:00:00+01:00,0,30740.5101,38508,-1.794566262,-12.55
2019-01-01 06:00:00+01:00,0,32169.0857,37630,-3.365706863,-17.25
2019-01-01 07:00:00+01:00,0,33421.561,37987,-2.171153355,-15.07
2019-01-01 08:00:00+01:00,153,33919.282,38653,0.319497392,-4.93
2019-01-01 09:00:00+01:00,1264,33951.9938,41315,0.616599182,-6.33
2019-01-01 10:00:00+01:00,2430,33698.2321,43822,0.289136197,-4.93
2019-01-01 11:00:00+01:00,3162,33758.2184,46357,1.562485227,0.45
2019-01-01 12:00:00+01:00,3317,33943.6635,46788,1.202488973,0.12
2019-01-01 13:00:00+01:00,2879,34369.4952,48005,1.737816854,-0.02
2019-01-01 14:00:00+01:00,1955,35810.3763,44565,2.613515274,0
2019-01-01 15:00:00+01:00,805,37456.5636,44849,3.345221093,-0.03
2019-01-01 16:00:00+01:00,49,38846.375,47018,12.81582066,1.97
2019-01-01 17:00:00+01:00,0,40378.4879,50702,14.81080245,9.06
2019-01-01 18:00:00+01:00,0,41762.4293,51415,9.09067027,0.07
2019-01-01 19:00:00+01:00,0,42762.0644,50411,5.64594869,-4.97
2019-01-01 20:00:00+01:00,0,42936.1774,48034,4.795093309,-6.98
2019-01-01 21:00:00+01:00,0,42361.9983,46216,-0.41653678,-24.93
2019-01-01 22:00:00+01:00,0,41256.5721,45653,12.51671804,-4.87
2019-01-01 23:00:00+01:00,0,39844.7776,42865,0.098553684,-28.93
2019-01-02 00:00:00+01:00,0,35941.6039,40517,-7.478565853,-33.57
2019-01-02 01:00:00+01:00,0,35730.7741,38831,-15.85156913,-45.92
2019-01-02 02:00:00+01:00,0,35436.356,38456,-22.51749986,-48.29
2019-01-02 03:00:00+01:00,0,35099.1442,38601,-33.13331824,-44.99
2019-01-02 04:00:00+01:00,0,34740.5967,40126,-31.07544294,-48.93
2019-01-02 05:00:00+01:00,0,34456.8547,43125,-14.65510188,-29.91
2019-01-02 06:00:00+01:00,0,33971.4802,49383,7.310165098,-0.01
2019-01-02 07:00:00+01:00,0,33318.2401,55409,36.61749711,37.43
2019-01-02 08:00:00+01:00,329,32490.7308,58939,46.73703103,48.06
2019-01-02 09:00:00+01:00,2698,31464.9642,61443,48.06993116,50.74
2019-01-02 10:00:00+01:00,5131,30216.9007,63742,43.47023227,47.57
2019-01-02 11:00:00+01:00,6651,29324.3102,64657,39.77244626,43.94
2019-01-02 12:00:00+01:00,6972,28266.318,64749,36.34162226,40.97
2019-01-02 13:00:00+01:00,6066,27100.4055,63953,38.00933893,44.95
2019-01-02 14:00:00+01:00,4148,25892.9625,62470,41.23646785,49.64
2019-01-02 15:00:00+01:00,1750,24700.8386,61904,38.76878122,53.67
2019-01-02 16:00:00+01:00,108,23556.2984,64129,45.83383918,56.01
2019-01-02 17:00:00+01:00,0,22210.9536,67521,46.28572532,56.95
2019-01-02 18:00:00+01:00,0,20820.6491,67380,47.46773881,62.08
2019-01-02 19:00:00+01:00,0,19358.8749,65886,45.85824661,62.11
2019-01-02 20:00:00+01:00,0,17820.5672,61939,46.61273591,57.99
2019-01-02 21:00:00+01:00,0,16225.4298,58883,46.03756518,55.64
2019-01-02 22:00:00+01:00,0,14610.7446,57164,46.56612945,55.13
2019-01-02 23:00:00+01:00,0,14299.5004,53448,42.67583193,50.76
2019-01-03 00:00:00+01:00,0,14954.5295,50939,47.53939631,42.91
2019-01-03 01:00:00+01:00,0,14906.8183,48914,46.97498131,45.22
2019-01-03 02:00:00+01:00,0,14938.3291,48007,47.1180858,45.63
2019-01-03 03:00:00+01:00,0,15056.771,48132,46.45596377,44
2019-01-03 04:00:00+01:00,0,15246.3742,49140,46.63947028,43.88
2019-01-03 05:00:00+01:00,0,15069.1766,51493,47.55246641,45.92
2019-01-03 06:00:00+01:00,0,14971.3461,56678,52.19376703,51.07
2019-01-03 07:00:00+01:00,0,14925.1372,61966,50.64762686,52.77
2019-01-03 08:00:00+01:00,271,14888.0911,64925,54.08231204,62.89
2019-01-03 09:00:00+01:00,2305,14813.3391,65487,53.35359326,60.03
2019-01-03 10:00:00+01:00,4429,14663.0941,66144,53.32846812,58.19
2019-01-03 11:00:00+01:00,5769,13928.7616,66993,61.37888276,62.99
2019-01-03 12:00:00+01:00,6064,13198.4348,66942,66.69542567,63.52
2019-01-03 13:00:00+01:00,5288,12517.7329,66323,67.0643756,64.67
2019-01-03 14:00:00+01:00,3626,11921.3881,65450,66.18166309,65.24
2019-01-03 15:00:00+01:00,1540,11428.8586,65202,65.72702312,67.76
2019-01-03 16:00:00+01:00,104,11043.6718,66412,66.00638745,68.41
2019-01-03 17:00:00+01:00,0,10383.0184,69141,66.25991164,69.55
2019-01-03 18:00:00+01:00,0,9819.694,68929,65.67894668,67.28
2019-01-03 19:00:00+01:00,0,9341.6613,67538,65.08783487,69.46
2019-01-03 20:00:00+01:00,0,8928.7944,63388,66.48633836,68.38
2019-01-03 21:00:00+01:00,0,8558.6228,60522,61.85387742,61.72
2019-01-03 22:00:00+01:00,0,8214.4988,58546,57.30207353,53.72
2019-01-03 23:00:00+01:00,0,8346.4501,54676,52.72912548,49.98
2019-01-04 00:00:00+01:00,0,9253.7356,51449,51.26892724,50.73
2019-01-04 01:00:00+01:00,0,9872.7582,49334,50.38396984,47.11
2019-01-04 02:00:00+01:00,0,10569.1059,48416,49.78596166,47.07
2019-01-04 03:00:00+01:00,0,11307.8358,48544,47.43146728,46.94
2019-01-04 04:00:00+01:00,0,12048.1254,49519,48.36613378,47
2019-01-04 05:00:00+01:00,0,13206.5601,51776,49.66441935,46.91
2019-01-04 06:00:00+01:00,0,14484.9873,56904,54.60662909,49.59
2019-01-04 07:00:00+01:00,0,15860.0051,62243,53.90446595,55.32
2019-01-04 08:00:00+01:00,114,17287.9009,65469,53.7366263,55.78
2019-01-04 09:00:00+01:00,1101,18717.9237,66388,53.01585741,55.52
2019-01-04 10:00:00+01:00,2153,20109.7454,67069,52.42826768,55.23
2019-01-04 11:00:00+01:00,2818,20658.1866,67749,54.7388325,53.58
2019-01-04 12:00:00+01:00,2971,21194.8262,67517,51.5033965,51.74
2019-01-04 13:00:00+01:00,2600,21746.1767,66103,48.19880884,51.6
2019-01-04 14:00:00+01:00,1797,22344.6439,64619,49.41890495,51.41
2019-01-04 15:00:00+01:00,784,23015.9363,64068,50.80615556,51.69
2019-01-04 16:00:00+01:00,55,23766.5649,64704,52.78979835,52.59
2019-01-04 17:00:00+01:00,0,24092.0907,67329,58.05437795,54.66
2019-01-04 18:00:00+01:00,0,24446.3889,66879,55.50771151,54.1
2019-01-04 19:00:00+01:00,0,24756.5127,65111,49.06550445,51.89
2019-01-04 20:00:00+01:00,0,24957.9444,60767,47.65532879,46.58
2019-01-04 21:00:00+01:00,0,25012.2846,57825,48.37455466,45.43
2019-01-04 22:00:00+01:00,0,24919.6112,56111,48.35805816,43.96
2019-01-04 23:00:00+01:00,0,25452.4996,52530,39.44404847,31.41
2019-01-05 00:00:00+01:00,0,26472.4203,49121,34.82393699,26.9
2019-01-05 01:00:00+01:00,0,26964.6443,46874,31.43840771,25.12
2019-01-05 02:00:00+01:00,0,27516.7733,45495,31.25670694,24.12
2019-01-05 03:00:00+01:00,0,28163.4036,44935,31.2209222,22.04
2019-01-05 04:00:00+01:00,0,28909.248,45087,30.36301066,18.37
2019-01-05 05:00:00+01:00,0,28630.0568,44947,34.5075554,22.09
2019-01-05 06:00:00+01:00,0,28288.1888,45370,38.21291779,23.35
2019-01-05 07:00:00+01:00,0,27815.3993,48037,41.29333073,28.76
2019-01-05 08:00:00+01:00,102,27173.9476,51611,45.94155174,36.63
2019-01-05 09:00:00+01:00,707,26351.3222,54995,45.66286445,40.46
2019-01-05 10:00:00+01:00,1299,25357.7273,57040,47.49647493,45.85
2019-01-05 11:00:00+01:00,1670,23849.6987,58702,49.59921086,49.8
2019-01-05 12:00:00+01:00,1748,22292.766,58529,51.40746563,51.36
2019-01-05 13:00:00+01:00,1528,20791.603,57107,49.34603598,51.74
2019-01-05 14:00:00+01:00,1058,19430.5232,55682,48.02476103,51.92
2019-01-05 15:00:00+01:00,462,18252.5848,55655,51.45541741,53.22
2019-01-05 16:00:00+01:00,30,17254.4357,57044,56.85264798,56.62
2019-01-05 17:00:00+01:00,0,16712.5356,60277,57.49236751,56.92
2019-01-05 18:00:00+01:00,0,16223.5919,60772,55.33729091,61.64
2019-01-05 19:00:00+01:00,0,15740.8099,59089,51.18918686,59.44
2019-01-05 20:00:00+01:00,0,15223.9526,54992,47.22418265,52.75
2019-01-05 21:00:00+01:00,0,14649.4989,52446,43.8340968,51.9
2019-01-05 22:00:00+01:00,0,14015.0204,51465,42.69684112,51.38
2019-01-05 23:00:00+01:00,0,13696.0064,48278,39.88894379,49.96
2019-01-06 00:00:00+01:00,0,14417.5459,45354,41.74363583,50.29
2019-01-06 01:00:00+01:00,0,13690.2969,43105,38.85115865,47.72
2019-01-06 02:00:00+01:00,0,12983.5414,41791,41.33760194,48.38
2019-01-06 03:00:00+01:00,0,12341.1163,41436,41.28065335,48.02
2019-01-06 04:00:00+01:00,0,11779.4668,41408,38.52756636,44.23
2019-01-06 05:00:00+01:00,0,10918.8363,40756,42.64754383,47.17
2019-01-06 06:00:00+01:00,0,10125.8842,39905,43.47546388,48.19
2019-01-06 07:00:00+01:00,0,9397.8762,41268,43.85359222,49.11
2019-01-06 08:00:00+01:00,181,8728.6522,43806,44.47722916,50.44
2019-01-06 09:00:00+01:00,1132,8110.8238,47372,48.48197779,53.4
2019-01-06 10:00:00+01:00,2064,7539.3319,49932,50.08505678,56.55
2019-01-06 11:00:00+01:00,2643,7337.6413,52706,54.92742387,60.02
2019-01-06 12:00:00+01:00,2762,7195.3244,53388,55.50242293,60.22
2019-01-06 13:00:00+01:00,2410,7123.8164,51809,52.34490843,55
2019-01-06 14:00:00+01:00,1667,7131.8889,50833,48.16680252,52.39
2019-01-06 15:00:00+01:00,729,7226.618,50286,51.63393859,51.57
2019-01-06 16:00:00+01:00,50,7412.5527,51611,55.85222497,54.71
2019-01-06 17:00:00+01:00,0,7316.9929,55530,61.30966893,63.43
2019-01-06 18:00:00+01:00,0,7325.5102,56912,62.27884629,67.37
2019-01-06 19:00:00+01:00,0,7416.3234,55816,59.59835695,67.2
2019-01-06 20:00:00+01:00,0,7565.688,53598,53.74094319,66.03
2019-01-06 21:00:00+01:00,0,7751.0366,51914,49.39166717,55.36
2019-01-06 22:00:00+01:00,0,7956.1863,51814,50.97233476,58.59
2019-01-06 23:00:00+01:00,0,7814.9368,49043,46.57531135,53.7
2019-01-07 00:00:00+01:00,0,8362.8597,48118,48.75426566,46.03
2019-01-07 01:00:00+01:00,0,8523.7021,46387,47.5579008,47.98
2019-01-07 02:00:00+01:00,0,8295.3946,45896,43.50942798,47.84
2019-01-07 03:00:00+01:00,0,8351.9859,46334,43.38367612,46.11
2019-01-07 04:00:00+01:00,0,8595.8593,47893,46.62612035,46.08
2019-01-07 05:00:00+01:00,0,8113.9675,51588,48.19906754,47.62
2019-01-07 06:00:00+01:00,0,7872.74,59799,53.34415716,55.77
2019-01-07 07:00:00+01:00,0,7654.7727,66575,69.86537541,68.61
2019-01-07 08:00:00+01:00,117,7583.4476,69603,73.60702088,74.15
2019-01-07 09:00:00+01:00,987,7482.0241,70147,73.1942759,74.93
2019-01-07 10:00:00+01:00,1884,7410.3751,70994,70.79339865,73.59
2019-01-07 11:00:00+01:00,2458,9175.0525,71896,71.18862298,71.23
2019-01-07 12:00:00+01:00,2601,11031.3435,71861,68.46442242,68.79
2019-01-07 13:00:00+01:00,2298,13054.4305,71474,67.02699626,66.75
2019-01-07 14:00:00+01:00,1620,14389.3942,70479,66.97511244,62.47
2019-01-07 15:00:00+01:00,743,15793.7633,69914,67.15818781,53.25
2019-01-07 16:00:00+01:00,63,17170.2524,69922,63.67545659,53.26
2019-01-07 17:00:00+01:00,0,20124.6171,72581,65.68151859,53.42
2019-01-07 18:00:00+01:00,0,23602.203,72059,54.64393114,47.91
2019-01-07 19:00:00+01:00,0,27133.7056,70542,50.73599169,42.05
2019-01-07 20:00:00+01:00,0,30413.7425,66394,47.29947139,40.96
2019-01-07 21:00:00+01:00,0,32876.1203,62940,38.70999942,32.04
2019-01-07 22:00:00+01:00,0,34838.6268,60352,29.35304801,20.82
2019-01-07 23:00:00+01:00,0,35677.8804,56065,19.87259723,1.84
2019-01-08 00:00:00+01:00,0,34318.1273,52810,12.06212442,17.94
2019-01-08 01:00:00+01:00,0,34550.3348,50723,10.51992779,20.91
2019-01-08 02:00:00+01:00,0,34673.2638,49879,6.00297403,7.78
2019-01-08 03:00:00+01:00,0,35045.5314,50194,10.75729337,14.33
2019-01-08 04:00:00+01:00,0,35309.2349,51422,15.45827053,18.56
2019-01-08 05:00:00+01:00,0,36821.8323,54513,19.71933473,18.57
2019-01-08 06:00:00+01:00,0,38429.4347,61824,41.41487259,35.81
2019-01-08 07:00:00+01:00,0,39683.7893,68176,48.88747925,43.87
2019-01-08 08:00:00+01:00,159,41347.9388,70781,51.76793307,46.93
2019-01-08 09:00:00+01:00,1266,42214.9263,71052,48.42011372,43.88
2019-01-08 10:00:00+01:00,2419,42407.2003,71696,46.53593919,43.85
2019-01-08 11:00:00+01:00,3156,41783.7159,72431,43.93821335,46.74
2019-01-08 12:00:00+01:00,3336,41293.2715,72103,41.19598044,43.94
2019-01-08 13:00:00+01:00,2944,41449.902,71496,38.13386635,43.21
2019-01-08 14:00:00+01:00,2071,41983.8376,70431,39.56331114,43.81
2019-01-08 15:00:00+01:00,951,42715.8752,69792,42.47609668,45.6
2019-01-08 16:00:00+01:00,100,43380.6946,70247,37.97216542,35.21
2019-01-08 17:00:00+01:00,0,43881.5633,73094,42.3892463,45.64
2019-01-08 18:00:00+01:00,0,44214.2621,72609,41.65120403,45.63
2019-01-08 19:00:00+01:00,0,44042.1718,71061,39.09662015,37.94
2019-01-08 20:00:00+01:00,0,43821.0851,66964,38.76320398,39.53
2019-01-08 21:00:00+01:00,0,42611.9689,63548,30.16273387,35.97
2019-01-08 22:00:00+01:00,0,40905.3162,60920,25.75790784,29.72
2019-01-08 23:00:00+01:00,0,39695.998,56762,17.295773,22.55
2019-01-09 00:00:00+01:00,0,37265.9598,52463,10.64565582,20.04
2019-01-09 01:00:00+01:00,0,35760.0237,50478,7.97232196,7.24
2019-01-09 02:00:00+01:00,0,34986.4845,49709,9.628047961,3.43
2019-01-09 03:00:00+01:00,0,34641.9529,50194,19.10188856,10.04
2019-01-09 04:00:00+01:00,0,34419.2719,51545,26.02544344,14.2
2019-01-09 05:00:00+01:00,0,34234.6276,54847,32.86530371,25.41
2019-01-09 06:00:00+01:00,0,34109.4419,62389,49.25609037,36.98
2019-01-09 07:00:00+01:00,0,33688.5479,68491,49.97818146,43.89
2019-01-09 08:00:00+01:00,189,33235.4971,70799,52.36097997,50.98
2019-01-09 09:00:00+01:00,1579,32344.6568,70812,52.14793492,50.3
2019-01-09 10:00:00+01:00,3016,31075.7053,71561,52.1806629,50.21
2019-01-09 11:00:00+01:00,3944,32115.8245,72187,50.61705162,45.8
2019-01-09 12:00:00+01:00,4188,33333.5452,71764,49.46343357,43.64
2019-01-09 13:00:00+01:00,3721,35475.6024,71408,49.78296309,43.49
2019-01-09 14:00:00+01:00,2652,34147.195,70669,49.88226556,45.05
2019-01-09 15:00:00+01:00,1253,33019.109,70308,50.84167726,49.95
2019-01-09 16:00:00+01:00,149,31913.2144,71536,55.92340544,53.82
2019-01-09 17:00:00+01:00,0,31625.2105,74272,58.67879279,55.94
2019-01-09 18:00:00+01:00,0,31409.5549,73633,58.06512312,54.19
2019-01-09 19:00:00+01:00,0,30965.0013,72014,54.0967316,54.19
2019-01-09 20:00:00+01:00,0,30275.0739,68384,54.06941505,52.98
2019-01-09 21:00:00+01:00,0,28805.4673,65252,52.31422899,51.68
2019-01-09 22:00:00+01:00,0,27044.2543,62489,51.77925394,48.95
2019-01-09 23:00:00+01:00,0,25132.0342,58690,50.86836376,47.63
2019-01-10 00:00:00+01:00,0,19342.9298,54341,50.89573358,46.48
2019-01-10 01:00:00+01:00,0,17583.1026,52463,51.76242113,49.08
2019-01-10 02:00:00+01:00,0,15955.4984,51830,50.21060175,47.11
2019-01-10 03:00:00+01:00,0,14429.9564,52292,51.20737953,48.8
2019-01-10 04:00:00+01:00,0,13047.8751,53743,51.49710803,48.5
2019-01-10 05:00:00+01:00,0,12101.2417,56736,53.43885356,49.8
2019-01-10 06:00:00+01:00,0,11295.7335,64171,64.44641476,56.97
2019-01-10 07:00:00+01:00,0,10617.4482,70321,75.63961891,72.6
2019-01-10 08:00:00+01:00,287,9573.6685,72681,87.4109064,81.17
2019-01-10 09:00:00+01:00,1889,8685.7962,72904,90.2171973,81.79
2019-01-10 10:00:00+01:00,3513,7916.8229,73308,87.55115646,81.15
2019-01-10 11:00:00+01:00,4548,7321.1636,73769,89.21740202,80
2019-01-10 12:00:00+01:00,4804,6796.7389,73714,88.51458186,76.39
2019-01-10 13:00:00+01:00,4255,6355.9164,73297,88.61701613,75
2019-01-10 14:00:00+01:00,3026,5907.1914,72281,90.03887679,76.06
2019-01-10 15:00:00+01:00,1427,5608.6619,72017,89.49935124,75.4
2019-01-10 16:00:00+01:00,165,5486.3502,72339,89.02215117,76.78
2019-01-10 17:00:00+01:00,0,5481.696,74649,98.59936022,83.45
2019-01-10 18:00:00+01:00,0,5682.6164,74243,98.31746522,85.15
2019-01-10 19:00:00+01:00,0,6090.3746,72800,92.1612036,78.16
2019-01-10 20:00:00+01:00,0,6392.3722,69095,72.31494936,71.92
2019-01-10 21:00:00+01:00,0,6874.5523,65652,66.28123438,67.43
2019-01-10 22:00:00+01:00,0,7503.2682,62861,62.00051864,60.49
2019-01-10 23:00:00+01:00,0,8055.0209,59433,52.57417803,54.45
2019-01-11 00:00:00+01:00,0,8245.9967,55610,49.27082799,47.84
2019-01-11 01:00:00+01:00,0,8880.4283,53826,49.4516221,46.58
2019-01-11 02:00:00+01:00,0,9597.7592,53042,48.76301227,45.74
2019-01-11 03:00:00+01:00,0,10441.3236,53352,45.83547006,43.81
2019-01-11 04:00:00+01:00,0,11431.6352,54552,46.73859227,46.24
2019-01-11 05:00:00+01:00,0,12775.1258,57275,46.24642567,46.46
2019-01-11 06:00:00+01:00,0,14335.7004,64146,53.26354935,51.29
2019-01-11 07:00:00+01:00,0,16043.4852,70241,56.55977334,60.53
2019-01-11 08:00:00+01:00,171,17009.8071,72821,61.9009876,60.02
2019-01-11 09:00:00+01:00,1163,18038.4983,73116,64.80360214,62.92
2019-01-11 10:00:00+01:00,2219,19046.9708,73822,62.19631539,61.58
2019-01-11 11:00:00+01:00,2900,19881.6902,74279,63.09291348,60.6
2019-01-11 12:00:00+01:00,3075,20714.6135,73710,59.29118745,51.89
2019-01-11 13:00:00+01:00,2723,21591.3209,72728,51.77017692,50.8
2019-01-11 14:00:00+01:00,1929,22408.0386,71314,48.44493083,45.46
2019-01-11 15:00:00+01:00,902,23364.8235,70267,46.35300201,42.2
2019-01-11 16:00:00+01:00,109,24423.832,70251,45.58023625,45
2019-01-11 17:00:00+01:00,0,24987.4887,72584,50.75981687,51.51
2019-01-11 18:00:00+01:00,0,25544.85,71773,49.95266999,48.59
2019-01-11 19:00:00+01:00,0,26049.7029,69865,48.05854596,49.2
2019-01-11 20:00:00+01:00,0,25935.3849,65402,48.49834526,44.99
2019-01-11 21:00:00+01:00,0,25725.7032,61940,47.04425365,44.93
2019-01-11 22:00:00+01:00,0,25418.814,59690,47.35628579,46.4
2019-01-11 23:00:00+01:00,0,24463.6843,55531,43.78619248,43.46
2019-01-12 00:00:00+01:00,0,22949.8395,52131,51.02231412,47.24
2019-01-12 01:00:00+01:00,0,22250.2839,49816,49.82530666,45.88
2019-01-12 02:00:00+01:00,0,21933.2724,48324,47.78905878,44.61
2019-01-12 03:00:00+01:00,0,21675.309,47735,47.85845319,42.9
2019-01-12 04:00:00+01:00,0,21467.4543,47655,47.71755431,42.03
2019-01-12 05:00:00+01:00,0,21311.0174,47390,44.34866168,39.33
2019-01-12 06:00:00+01:00,0,21152.6345,47986,45.01327885,42.98
2019-01-12 07:00:00+01:00,0,20958.0386,50636,39.28300173,41.23
2019-01-12 08:00:00+01:00,123,22454.1709,54395,41.49964249,42.12
2019-01-12 09:00:00+01:00,835,23877.9335,57626,47.48566373,45.1
2019-01-12 10:00:00+01:00,1570,25173.9482,59848,47.02445467,44.27
2019-01-12 11:00:00+01:00,2040,26635.0918,61013,43.29917656,44.18
2019-01-12 12:00:00+01:00,2160,28038.0385,60694,42.67437414,42.05
2019-01-12 13:00:00+01:00,1919,29397.7516,59130,38.32237492,38.61
2019-01-12 14:00:00+01:00,1373,30081.7719,57386,33.47476118,37.76
2019-01-12 15:00:00+01:00,663,30738.8112,57169,28.51493354,33.03
2019-01-12 16:00:00+01:00,86,31391.5005,57833,26.92625672,35.84
2019-01-12 17:00:00+01:00,0,31900.9492,60956,37.2259431,44.24
2019-01-12 18:00:00+01:00,0,32349.6378,61353,38.644374,46.29
2019-01-12 19:00:00+01:00,0,32667.9571,59740,36.00026094,40.05
2019-01-12 20:00:00+01:00,0,32453.9108,56348,33.12161052,38.15
2019-01-12 21:00:00+01:00,0,31974.1434,53500,27.88765909,30.26
2019-01-12 22:00:00+01:00,0,31239.9858,52993,34.78539958,40.2
2019-01-12 23:00:00+01:00,0,30741.3378,50137,25.09211672,30.89
2019-01-13 00:00:00+01:00,0,29676.688,47146,23.2950992,23.35
2019-01-13 01:00:00+01:00,0,29046.4331,44946,20.35874712,12.4
2019-01-13 02:00:00+01:00,0,28494.5347,43858,21.66868471,19.01
2019-01-13 03:00:00+01:00,0,27956.2079,43474,27.71985976,23.51
2019-01-13 04:00:00+01:00,0,27434.322,43396,27.59385128,23.25
2019-01-13 05:00:00+01:00,0,27328.2821,42826,28.51133884,20.01
2019-01-13 06:00:00+01:00,0,27097.4529,42449,27.31044594,20.8
2019-01-13 07:00:00+01:00,0,26767.4309,44385,27.87401911,22.14
2019-01-13 08:00:00+01:00,111,28249.0777,47609,17.6615599,23.68
2019-01-13 09:00:00+01:00,641,29231.9715,51394,11.14432698,25.05
2019-01-13 10:00:00+01:00,1177,29790.7197,54208,9.202155153,26.3
2019-01-13 11:00:00+01:00,1519,31348.4937,56958,14.19205446,30.81
2019-01-13 12:00:00+01:00,1604,32679.4071,57076,13.78239969,27.06
2019-01-13 13:00:00+01:00,1425,33853.9584,55362,5.239297585,8.5
2019-01-13 14:00:00+01:00,1022,35230.7843,53967,3.075849999,-0.08
2019-01-13 15:00:00+01:00,496,36446.183,53766,5.477080878,-0.01
2019-01-13 16:00:00+01:00,67,37443.1187,54768,6.270784209,-0.27
2019-01-13 17:00:00+01:00,0,38808.7761,58758,21.23733512,21.55
2019-01-13 18:00:00+01:00,0,39769.1823,60249,23.66482626,24.04
2019-01-13 19:00:00+01:00,0,40276.5389,59388,13.57234545,15.91
2019-01-13 20:00:00+01:00,0,41029.1466,56469,4.400845054,-0.02
2019-01-13 21:00:00+01:00,0,41168.2129,54628,1.689702092,-0.33
2019-01-13 22:00:00+01:00,0,40695.2009,54410,4.536602497,3.04
2019-01-13 23:00:00+01:00,0,40141.8324,51470,1.092180245,-7.28
2019-01-14 00:00:00+01:00,0,39415.9826,48846,1.808593853,-3.14
2019-01-14 01:00:00+01:00,0,38186.9496,47081,-0.756927937,-12
2019-01-14 02:00:00+01:00,0,37485.8935,46792,-1.000856783,-15.04
2019-01-14 03:00:00+01:00,0,36815.3397,47387,-0.387246518,-11.09
2019-01-14 04:00:00+01:00,0,36167.4122,48975,0.010627117,-4.94
2019-01-14 05:00:00+01:00,0,35819.1035,52729,12.80957573,1.59
2019-01-14 06:00:00+01:00,0,35403.639,61935,45.63522164,35.9
2019-01-14 07:00:00+01:00,0,34869.4482,69035,58.37386051,51.22
2019-01-14 08:00:00+01:00,459,34737.2827,71530,59.20287392,51.66
2019-01-14 09:00:00+01:00,2571,34367.277,72033,54.94661537,46.09
2019-01-14 10:00:00+01:00,4658,33746.3077,72706,55.06645943,50.26
2019-01-14 11:00:00+01:00,5990,34459.7241,73472,52.96652686,44.49
2019-01-14 12:00:00+01:00,6328,34887.5499,73071,47.96245834,41.24
2019-01-14 13:00:00+01:00,5639,35148.8735,72300,44.76678396,38.91
2019-01-14 14:00:00+01:00,4073,34896.1704,70957,45.2042328,41.79
2019-01-14 15:00:00+01:00,2014,34570.5653,70326,46.62124121,49.63
2019-01-14 16:00:00+01:00,297,34145.3707,71064,51.01153395,50.93
2019-01-14 17:00:00+01:00,0,33838.8392,74246,53.68944154,51.25
2019-01-14 18:00:00+01:00,0,33384.7486,73797,56.58118146,50.93
2019-01-14 19:00:00+01:00,0,32728.9136,72525,52.7550766,50.52
2019-01-14 20:00:00+01:00,0,31920.1166,68583,50.67975247,49.61
2019-01-14 21:00:00+01:00,0,30853.3306,65021,46.33310622,44.3
2019-01-14 22:00:00+01:00,0,29518.1973,62189,43.13777654,41.29
2019-01-14 23:00:00+01:00,0,29074.5883,57931,41.07926516,37.26
2019-01-15 00:00:00+01:00,0,28742.0804,54375,41.19909893,35.18
2019-01-15 01:00:00+01:00,0,28081.568,52343,43.82786982,35.82
2019-01-15 02:00:00+01:00,0,28258.5888,51632,43.00400072,34.99
2019-01-15 03:00:00+01:00,0,28443.7058,51967,41.080653,34.56
2019-01-15 04:00:00+01:00,0,28657.0436,53152,40.48863667,30.8
2019-01-15 05:00:00+01:00,0,28859.9162,56172,38.66494529,33.41
2019-01-15 06:00:00+01:00,0,28915.2226,64284,50.77240722,47.4
2019-01-15 07:00:00+01:00,0,28734.6195,70756,55.48376825,53.73
2019-01-15 08:00:00+01:00,238,29020.6088,73008,57.01278639,57.02
2019-01-15 09:00:00+01:00,1516,29025.6088,73156,54.10411798,58.38
2019-01-15 10:00:00+01:00,2816,28680.5225,73703,53.20497238,56.54
2019-01-15 11:00:00+01:00,3655,29846.8534,74443,49.72656616,55
2019-01-15 12:00:00+01:00,3881,30590.4965,74208,46.96156307,53.92
2019-01-15 13:00:00+01:00,3472,31081.6051,73752,44.64659815,53.31
2019-01-15 14:00:00+01:00,2522,31158.5704,72428,43.22485761,52.63
2019-01-15 15:00:00+01:00,1266,31056.484,71773,44.29220375,52.12
2019-01-15 16:00:00+01:00,201,30782.1136,71442,47.003097,51
2019-01-15 17:00:00+01:00,0,31968.9224,74005,50.46987659,53.91
2019-01-15 18:00:00+01:00,0,32979.0659,73709,45.23910231,46.35
2019-01-15 19:00:00+01:00,0,33703.7053,72360,41.34590339,42.73
2019-01-15 20:00:00+01:00,0,33671.7949,68287,37.27404064,40.32
2019-01-15 21:00:00+01:00,0,33409.4947,64747,37.65965852,39.93
2019-01-15 22:00:00+01:00,0,32905.9609,61816,38.04556306,39.66
2019-01-15 23:00:00+01:00,0,32102.9257,57730,32.6890743,32.04
2019-01-16 00:00:00+01:00,0,31215.9272,53588,30.45619234,29.23
2019-01-16 01:00:00+01:00,0,30262.4975,51560,26.35265878,29.26
2019-01-16 02:00:00+01:00,0,29397.2545,50877,27.00926788,32.64
2019-01-16 03:00:00+01:00,0,28539.3798,51295,30.4140423,32.41
2019-01-16 04:00:00+01:00,0,27703.8735,52580,31.60865508,33.06
2019-01-16 05:00:00+01:00,0,26837.3437,55761,32.85789711,33.22
